Lufthygienisches ‹berwachungssystem Niedersachsen;
Jadebusen;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
05.01.2019;13:00;11,391; ;5,878;;6,263;;72,316;;7,75;;1025,0;;327,5;;5,50;;100,0;;45;;42,7;;
05.01.2019;14:00;11,091; ;4,217;;4,543;;73,308;;7,79;;1025,0;;330,0;;4,95;;100,0;;45;;40,7;;
05.01.2019;15:00;10,846; ;3,203;;3,512;;74,388;;7,74;;1025,1;;329,0;;5,19;;100,0;;19;;48,3;;
05.01.2019;16:00;10,838; ;4,189;;4,496;;72,481;;7,57;;1025,3;;326,1;;4,90;;100,0;;0;;25,5;;
05.01.2019;17:00;10,648; ;3,428;;3,762;;72,771;;7,34;;1025,6;;325,2;;5,05;;100,0;;0;;3,1;;
05.01.2019;18:00;10,301; ;3,518;;3,752;;73,398;;7,28;;1026,1;;332,8;;4,92;;100,0;;0;;0,3;;
05.01.2019;19:00;9,928; ;4,337;;4,564;;72,010;;7,09;;1026,2;;336,5;;4,17;;100,0;;20;;0,3;;
05.01.2019;20:00;9,673; ;6,486;;6,745;;67,811;;7,13;;1026,4;;327,4;;3,59;;100,0;;38;;0,4;;
05.01.2019;21:00;9,453; ;6,645;;6,907;;66,662;;7,15;;1026,5;;324,3;;3,70;;100,0;;18;;0,4;;
05.01.2019;22:00;9,251; ;3,321;;3,678;;70,568;;7,16;;1026,7;;326,2;;3,76;;100,0;;0;;0,4;;
05.01.2019;23:00;9,138; ;4,795;;5,014;;70,146;;7,28;;1026,9;;329,6;;4,14;;100,0;;24;;0,4;;
06.01.2019;00:00;9,097; ;5,115;;5,354;;70,506;;7,23;;1027,0;;328,8;;4,10;;100,0;;21;;0,4;;
06.01.2019;01:00;8,906; ;5,441;;5,679;;69,645;;7,17;;1027,0;;330,5;;4,10;;100,0;;18;;0,4;;
06.01.2019;02:00;8,764; ;4,747;;5,007;;69,156;;7,14;;1027,1;;329,8;;4,26;;100,0;;3;;0,4;;
06.01.2019;03:00;8,389; ;5,476;;5,733;;68,151;;7,02;;1027,4;;331,9;;3,81;;100,0;;8;;0,3;;
06.01.2019;04:00;8,064; ;6,112;;6,360;;67,148;;7,00;;1027,7;;329,0;;3,80;;100,0;;0;;0,3;;
06.01.2019;05:00;7,860; ;6,295;;6,672;;64,880;;7,06;;1027,7;;326,4;;3,23;;100,0;;0;;0,3;;
06.01.2019;06:00;7,317; ;4,872;;5,264;;67,539;;6,96;;1027,7;;327,0;;3,26;;100,0;;0;;0,2;;
06.01.2019;07:00;6,726; ;4,147;;4,396;;68,365;;6,98;;1027,8;;325,9;;3,06;;100,0;;0;;0,3;;
06.01.2019;08:00;6,176; ;6,737;;7,000;;66,318;;6,81;;1028,1;;331,4;;2,86;;100,0;;10;;0,3;;
06.01.2019;09:00;5,833; ;8,341;;8,643;;62,435;;6,71;;1028,7;;327,5;;2,46;;100,0;;18;;1,4;;
06.01.2019;10:00;5,517; ;4,840;;5,153;;68,924;;6,69;;1029,2;;329,6;;3,02;;100,0;;45;;11,7;;
06.01.2019;11:00;5,227; ;10,242;;10,906;;64,076;;6,85;;1029,4;;329,6;;3,00;;100,0;;59;;42,7;;
06.01.2019;12:00;4,852; ;4,358;;4,752;;70,462;;7,10;;1029,7;;328,7;;3,17;;100,0;;44;;71,9;;
06.01.2019;13:00;4,556; ;4,342;;4,727;;71,874;;7,15;;1029,8;;325,5;;3,71;;100,0;;58;;77,3;;
06.01.2019;14:00;4,406; ;3,715;;4,140;;72,216;;7,21;;1029,6;;315,3;;3,17;;99,8;;14;;96,1;;
06.01.2019;15:00;4,413; ;6,025;;6,567;;68,229;;7,55;;1029,7;;307,5;;3,12;;97,4;;0;;71,7;;
06.01.2019;16:00;4,370; ;5,505;;5,996;;66,245;;7,42;;1029,9;;298,5;;3,13;;97,7;;0;;35,6;;
06.01.2019;17:00;4,372; ;4,394;;4,695;;67,312;;6,80;;1030,3;;300,8;;3,17;;99,1;;37;;2,4;;
06.01.2019;18:00;4,287; ;4,805;;5,781;;67,253;;6,36;;1030,5;;288,8;;2,72;;100,0;;56;;0,3;;
06.01.2019;19:00;4,380; ;5,170;;5,562;;63,735;;6,48;;1030,6;;302,5;;2,50;;100,0;;49;;0,1;;
06.01.2019;20:00;4,552; ;4,775;;5,095;;64,504;;6,61;;1030,8;;315,3;;3,48;;100,0;;35;;0,3;;
06.01.2019;21:00;4,915; ;7,870;;8,258;;62,671;;6,81;;1030,9;;320,7;;3,96;;99,4;;3;;0,2;;
06.01.2019;22:00;5,319; ;5,584;;5,843;;65,181;;6,84;;1030,9;;318,6;;3,44;;98,2;;4;;0,1;;
06.01.2019;23:00;5,690; ;;*;;*;;*;6,70;;1030,9;;300,1;;2,69;;97,0;;0;;0,4;;
07.01.2019;00:00;5,917; ;3,857;;4,142;;65,181;;6,49;;1030,9;;285,7;;2,87;;96,3;;0;;0,8;;
07.01.2019;01:00;6,140; ;3,876;;4,152;;62,552;;6,24;;1030,7;;272,3;;3,28;;96,3;;0;;0,7;;
07.01.2019;02:00;6,365; ;4,545;;4,760;;64,030;;6,24;;1030,6;;275,0;;4,30;;93,9;;0;;0,4;;
07.01.2019;03:00;6,701; ;5,681;;5,997;;59,254;;6,15;;1030,6;;274,9;;4,19;;96,7;;3;;0,0;;
07.01.2019;04:00;6,998; ;3,862;;4,118;;58,317;;6,20;;1030,4;;273,0;;3,82;;96,4;;0;;0,0;;
07.01.2019;05:00;7,254; ;3,997;;4,403;;57,979;;6,14;;1029,8;;274,1;;3,81;;94,4;;0;;0,0;;
07.01.2019;06:00;7,554; ;5,625;;6,675;;53,659;;5,59;;1029,3;;259,1;;3,85;;99,3;;0;;0,1;;
07.01.2019;07:00;7,875; ;8,252;;10,852;;50,856;;5,66;;1029,1;;261,6;;3,55;;100,0;;2;;0,2;;
07.01.2019;08:00;7,944; ;7,061;;10,190;;61,639;;5,76;;1028,8;;273,2;;3,82;;100,0;;0;;0,1;;
07.01.2019;09:00;7,910; ;6,936;;9,989;;64,655;;5,70;;1028,6;;270,4;;3,15;;98,4;;0;;3,2;;
07.01.2019;10:00;7,959; ;9,063;;11,901;;57,736;;5,88;;1028,4;;259,8;;3,05;;99,0;;0;;32,7;;
07.01.2019;11:00;7,974; ;7,909;;9,629;;57,623;;6,31;;1028,1;;252,9;;2,94;;98,8;;0;;38,4;;
07.01.2019;12:00;8,013; ;9,393;;12,071;;48,513;;6,52;;1027,1;;223,1;;3,33;;100,0;;0;;67,1;;
07.01.2019;13:00;8,068; ;10,750;;13,009;;39,149;;6,84;;1026,0;;225,7;;4,36;;100,0;;9;;46,0;;
07.01.2019;14:00;8,011; ;11,729;;13,799;;35,081;;7,00;;1024,6;;226,6;;5,43;;100,0;;0;;40,6;;
07.01.2019;15:00;7,901; ;13,069;;15,124;;36,279;;7,18;;1023,4;;227,9;;5,82;;100,0;;0;;16,7;;
07.01.2019;16:00;8,153; ;11,689;;13,391;;38,421;;7,41;;1022,0;;228,1;;6,15;;100,0;;0;;7,7;;
07.01.2019;17:00;8,491; ;10,598;;11,852;;42,707;;7,56;;1020,7;;231,7;;8,07;;99,9;;0;;1,3;;
07.01.2019;18:00;8,853; ;10,338;;11,313;;45,635;;7,57;;1019,1;;227,2;;7,69;;99,8;;12;;0,4;;
07.01.2019;19:00;8,952; ;9,681;;10,417;;47,171;;7,50;;1017,6;;231,2;;9,20;;100,0;;0;;0,6;;
07.01.2019;20:00;9,018; ;8,760;;9,254;;49,371;;7,46;;1016,0;;231,5;;9,24;;100,0;;3;;0,6;;
07.01.2019;21:00;8,844; ;9,741;;10,185;;47,302;;7,65;;1014,7;;239,9;;8,59;;100,0;;60;;0,6;;
07.01.2019;22:00;8,484; ;9,132;;9,713;;48,768;;8,01;;1013,5;;251,0;;7,16;;99,7;;60;;0,7;;
07.01.2019;23:00;8,330; ;6,551;;7,319;;55,997;;8,49;;1012,5;;269,6;;8,38;;93,7;;12;;0,6;;
08.01.2019;00:00;8,314; ;;*;;*;;*;7,86;;1011,8;;271,1;;7,92;;89,4;;0;;0,0;;
08.01.2019;01:00;8,414; ;3,108;;3,300;;71,530;;7,50;;1010,8;;267,0;;8,37;;87,8;;0;;0,0;;
08.01.2019;02:00;8,421; ;2,856;;3,121;;70,305;;7,22;;1009,9;;266,6;;8,19;;87,3;;0;;0,0;;
08.01.2019;03:00;8,371; ;2,677;;1,880;E;71,600;;7,39;;1008,6;;268,2;;9,15;;84,6;;13;;0,0;;
08.01.2019;04:00;8,308; ;2,380;;1,731;E;73,084;;7,13;;1007,5;;267,9;;9,92;;86,2;;0;;0,1;;
08.01.2019;05:00;8,253; ;1,865;E;1,353;E;76,336;;7,26;;1006,2;;273,5;;10,25;;84,7;;0;;0,0;;
08.01.2019;06:00;8,402; ;2,065;;1,733;E;77,676;;6,70;;1004,8;;275,7;;10,31;;90,6;;49;;0,0;;
08.01.2019;07:00;8,681; ;3,329;;3,152;;78,214;;6,87;;1003,9;;276,9;;10,03;;90,4;;2;;0,0;;
08.01.2019;08:00;9,184; ;3,136;;3,210;;78,048;;6,99;;1003,1;;277,1;;10,22;;89,3;;5;;0,0;;
08.01.2019;09:00;9,832; ;2,705;;2,220;;77,759;;6,90;;1002,9;;286,0;;9,15;;93,7;;37;;1,2;;
08.01.2019;10:00;10,529; ;2,598;;1,844;E;75,802;;7,40;;1003,5;;304,2;;7,22;;91,2;;0;;10,8;;
08.01.2019;11:00;11,068; ;2,713;;2,045;;76,693;;7,24;;1003,9;;308,5;;7,86;;90,7;;26;;35,2;;
08.01.2019;12:00;11,679; ;2,734;;2,013;;82,985;;7,07;;1004,5;;317,5;;9,27;;80,3;;6;;71,0;;
08.01.2019;13:00;12,346; ;2,452;;1,772;E;82,047;;6,83;;1004,5;;317,8;;8,27;;80,2;;35;;47,3;;
08.01.2019;14:00;12,896; ;2,448;;1,812;E;81,872;;6,18;;1004,4;;315,8;;9,23;;83,4;;29;;73,3;;
08.01.2019;15:00;13,479; ;2,419;;1,704;E;79,308;;6,04;;1004,7;;324,8;;8,87;;86,8;;46;;49,4;;
08.01.2019;16:00;13,510; ;4,275;;3,060;;76,826;;5,15;;1005,3;;336,6;;7,27;;93,7;;39;;10,7;;
08.01.2019;17:00;13,299; ;3,306;;2,481;;73,068;;4,85;;1006,3;;345,7;;7,37;;92,3;;51;;2,3;;
08.01.2019;18:00;13,157; ;3,056;;2,120;;70,510;;4,97;;1007,2;;331,7;;5,40;;88,0;;7;;0,0;;
08.01.2019;19:00;13,252; ;2,677;;1,857;E;71,466;;5,16;;1007,5;;333,9;;5,54;;88,7;;21;;0,0;;
08.01.2019;20:00;13,143; ;3,544;;2,416;;73,150;;5,13;;1008,3;;339,7;;7,13;;84,8;;11;;0,0;;
08.01.2019;21:00;13,180; ;2,994;;2,073;;77,954;;5,38;;1009,0;;339,8;;6,33;;79,4;;2;;0,0;;
08.01.2019;22:00;13,366; ;3,804;;2,991;;79,829;;4,71;;1009,6;;348,6;;7,57;;81,2;;19;;0,1;;
08.01.2019;23:00;13,379; ;2,856;;1,999;E;78,491;;5,49;;1009,9;;346,9;;6,83;;73,0;;0;;0,0;;
09.01.2019;00:00;13,337; ;3,716;;2,615;;76,927;;4,48;;1010,2;;348,0;;5,95;;85,2;;23;;0,0;;
09.01.2019;01:00;13,195; ;;*;;*;;*;5,18;;1010,3;;347,2;;7,33;;73,5;;0;;0,0;;
09.01.2019;02:00;13,103; ;2,265;;1,603;E;77,668;;5,47;;1010,8;;354,6;;9,13;;64,8;;0;;0,0;;
09.01.2019;03:00;12,983; ;2,616;;2,107;;77,828;;5,39;;1011,7;;358,8;;9,50;;62,7;;0;;0,0;;
09.01.2019;04:00;12,872; ;1,671;E;1,193;E;78,354;;5,37;;1012,4;;0,2;;8,87;;62,2;;0;;0,0;;
09.01.2019;05:00;12,727; ;3,389;;2,447;;75,804;;5,53;;1012,7;;359,8;;8,22;;63,5;;0;;0,0;;
09.01.2019;06:00;12,458; ;1,886;E;1,322;E;76,004;;5,17;;1013,0;;4,0;;8,08;;67,1;;0;;0,0;;
09.01.2019;07:00;12,013; ;2,334;;1,918;E;76,536;;4,89;;1013,5;;4,5;;8,21;;64,0;;0;;0,0;;
09.01.2019;08:00;11,628; ;2,143;;1,548;E;75,512;;4,77;;1013,9;;5,6;;8,13;;66,2;;0;;0,0;;
09.01.2019;09:00;11,145; ;2,477;;1,742;E;75,088;;4,55;;1014,7;;4,1;;8,58;;66,5;;0;;1,4;;
09.01.2019;10:00;10,690; ;2,430;;1,735;E;74,681;;4,28;;1015,5;;6,9;;8,21;;68,5;;0;;47,2;;
09.01.2019;11:00;10,414; ;3,439;;2,558;;73,423;;4,30;;1016,3;;8,9;;7,60;;70,1;;0;;101,7;;
09.01.2019;12:00;10,069; ;3,457;;2,583;;72,893;;4,25;;1016,9;;10,2;;7,32;;70,6;;0;;138,7;;
09.01.2019;13:00;9,558; ;2,749;;2,094;;73,473;;4,10;;1017,2;;7,0;;7,65;;69,9;;0;;119,9;;
09.01.2019;14:00;9,197; ;3,397;;2,592;;72,433;;4,30;;1017,6;;5,6;;7,86;;69,3;;0;;156,2;;
09.01.2019;15:00;8,796; ;3,317;;2,512;;72,679;;4,38;;1018,3;;7,7;;7,74;;67,8;;0;;148,1;;
09.01.2019;16:00;8,553; ;3,453;;2,471;;72,242;;4,18;;1018,9;;7,9;;7,07;;68,7;;0;;73,3;;
09.01.2019;17:00;8,497; ;3,032;;2,223;;72,303;;3,68;;1019,5;;7,8;;6,75;;71,2;;0;;3,8;;
09.01.2019;18:00;8,487; ;3,562;;2,474;;71,694;;3,51;;1019,9;;11,3;;6,53;;70,9;;0;;0,0;;
09.01.2019;19:00;8,306; ;3,193;;2,197;;71,689;;3,42;;1020,8;;15,9;;6,23;;70,7;;0;;0,0;;
09.01.2019;20:00;8,246; ;3,478;;2,501;;70,690;;3,29;;1021,5;;15,5;;5,74;;73,0;;0;;0,0;;
09.01.2019;21:00;8,154; ;4,178;;2,961;;69,039;;2,98;;1022,0;;29,3;;5,19;;75,2;;0;;0,0;;
09.01.2019;22:00;8,100; ;3,557;;2,455;;68,656;;2,29;;1022,6;;22,1;;4,70;;77,9;;0;;0,0;;
09.01.2019;23:00;8,071; ;3,820;;2,623;;67,606;;2,14;;1023,1;;18,4;;4,09;;80,3;;0;;0,0;;
10.01.2019;00:00;8,063; ;5,779;;3,928;;64,614;;2,08;;1023,5;;24,5;;3,36;;81,8;;0;;0,0;;
10.01.2019;01:00;8,099; ;4,363;;3,000;;66,142;;2,12;;1023,7;;22,1;;2,99;;81,4;;0;;0,0;;
10.01.2019;02:00;8,209; ;;*;;*;;*;1,86;;1023,8;;14,1;;2,83;;81,7;;0;;0,0;;
10.01.2019;03:00;8,359; ;4,827;;3,300;;63,765;;1,88;;1024,2;;13,5;;2,80;;84,6;;0;;0,0;;
10.01.2019;04:00;8,469; ;5,761;;3,921;;61,951;;2,04;;1024,7;;9,9;;2,83;;85,1;;0;;0,0;;
10.01.2019;05:00;8,539; ;3,609;;2,505;;64,022;;2,06;;1024,8;;7,0;;3,11;;85,3;;0;;0,0;;
10.01.2019;06:00;8,555; ;3,550;;2,472;;63,351;;1,93;;1024,6;;1,7;;2,63;;86,3;;0;;0,0;;
10.01.2019;07:00;8,611; ;5,051;;3,455;;62,456;;2,01;;1024,6;;8,3;;2,12;;86,4;;0;;0,0;;
10.01.2019;08:00;8,600; ;4,247;;2,925;;62,744;;2,03;;1024,9;;12,3;;1,61;;87,5;;0;;0,0;;
10.01.2019;09:00;8,592; ;5,358;;3,654;;61,795;;2,10;;1025,3;;11,8;;1,12;;88,2;;0;;2,1;;
10.01.2019;10:00;8,474; ;26,977;;38,650;;27,783;;1,74;;1025,6;;317,2;;0,61;;90,3;;0;;17,1;;
10.01.2019;11:00;8,306; ;18,828;;26,287;;38,215;;2,21;;1025,8;;295,9;;0,78;;91,6;;0;;47,2;;
10.01.2019;12:00;8,177; ;13,886;;19,598;;42,267;;2,85;;1025,9;;273,9;;1,05;;90,1;;0;;60,4;;
10.01.2019;13:00;8,145; ;18,868;;25,422;;31,593;;2,99;;1025,5;;239,9;;1,41;;92,7;;0;;55,2;;
10.01.2019;14:00;8,139; ;20,848;;25,826;;36,838;;3,48;;1025,4;;296,7;;1,75;;90,6;;0;;63,7;;
10.01.2019;15:00;7,904; ;4,032;;4,385;;73,561;;3,82;;1025,2;;314,1;;2,49;;77,8;;15;;51,7;;
10.01.2019;16:00;7,730; ;12,341;;17,715;;58,836;;3,31;;1025,0;;275,4;;1,70;;87,3;;33;;19,5;;
10.01.2019;17:00;7,560; ;13,957;;22,840;;48,665;;2,43;;1024,9;;237,7;;1,73;;95,6;;52;;1,6;;
10.01.2019;18:00;7,447; ;10,624;;13,116;;53,672;;2,18;;1024,5;;212,2;;2,66;;98,4;;60;;0,0;;
10.01.2019;19:00;7,395; ;9,391;;11,542;;54,412;;2,19;;1024,0;;214,2;;3,43;;99,9;;10;;0,0;;
10.01.2019;20:00;7,374; ;8,362;;9,567;;51,516;;2,40;;1023,5;;219,5;;3,65;;100,0;;0;;0,0;;
10.01.2019;21:00;7,493; ;10,709;;11,331;;46,186;;2,70;;1023,3;;223,9;;3,70;;100,0;;0;;0,0;;
10.01.2019;22:00;7,730; ;10,735;;11,274;;42,607;;2,96;;1023,1;;229,4;;3,54;;100,0;;7;;0,1;;
10.01.2019;23:00;7,891; ;11,111;;11,531;;39,946;;3,24;;1022,8;;223,3;;3,49;;100,0;;0;;0,3;;
11.01.2019;00:00;8,000; ;9,715;;9,999;;41,172;;3,41;;1022,4;;221,6;;4,05;;100,0;;0;;0,4;;
11.01.2019;01:00;7,980; ;8,222;;8,530;;41,820;;3,44;;1021,9;;230,5;;4,41;;100,0;;1;;0,4;;
11.01.2019;02:00;8,040; ;8,890;;9,136;;38,642;;3,38;;1021,5;;231,5;;4,20;;100,0;;0;;0,4;;
11.01.2019;03:00;8,123; ;;*;;*;;*;3,66;;1021,0;;238,7;;4,05;;100,0;;0;;0,4;;
11.01.2019;04:00;8,381; ;11,349;;11,704;;34,312;;4,08;;1020,9;;257,5;;3,64;;100,0;;0;;0,4;;
11.01.2019;05:00;8,589; ;9,307;;9,597;;38,403;;4,73;;1020,5;;251,9;;3,30;;100,0;;6;;0,4;;
11.01.2019;06:00;8,738; ;9,251;;10,801;;43,026;;5,26;;1020,1;;262,4;;2,65;;100,0;;0;;0,5;;
11.01.2019;07:00;8,939; ;6,001;;7,387;;66,060;;6,33;;1019,8;;290,8;;2,88;;100,0;;0;;0,9;;
11.01.2019;08:00;9,123; ;5,240;;6,413;;68,883;;6,48;;1019,2;;290,7;;3,18;;100,0;;14;;0,6;;
11.01.2019;09:00;9,266; ;5,357;;6,026;;67,863;;6,84;;1019,0;;295,2;;3,66;;100,0;;1;;1,7;;
11.01.2019;10:00;9,264; ;4,137;;4,773;;70,167;;6,95;;1018,9;;294,1;;4,07;;100,0;;16;;10,3;;
11.01.2019;11:00;9,197; ;5,115;;5,564;;69,735;;7,14;;1018,9;;303,9;;4,15;;100,0;;27;;33,6;;
11.01.2019;12:00;9,213; ;3,057;;3,363;;74,266;;7,20;;1018,8;;309,8;;4,31;;100,0;;31;;52,9;;
11.01.2019;13:00;9,216; ;3,748;;4,256;;73,735;;7,44;;1018,6;;307,5;;4,41;;99,8;;6;;104,9;;
11.01.2019;14:00;9,124; ;3,228;;3,577;;75,397;;7,56;;1018,1;;311,8;;5,35;;98,9;;4;;83,6;;
11.01.2019;15:00;9,240; ;3,048;;3,650;;74,848;;7,38;;1017,7;;307,9;;4,95;;98,9;;0;;89,3;;
11.01.2019;16:00;9,477; ;2,717;;3,022;;74,257;;7,38;;1017,6;;300,8;;5,22;;96,0;;0;;45,3;;
11.01.2019;17:00;9,850; ;4,117;;4,370;;73,691;;7,26;;1017,8;;304,9;;5,25;;94,6;;0;;7,0;;
11.01.2019;18:00;10,252; ;3,073;;3,873;;75,823;;7,12;;1017,7;;307,3;;4,92;;92,9;;0;;0,0;;
11.01.2019;19:00;10,758; ;3,461;;4,362;;76,600;;7,08;;1018,0;;309,0;;4,21;;90,2;;0;;0,0;;
11.01.2019;20:00;11,476; ;3,147;;3,421;;76,605;;6,80;;1018,2;;308,2;;3,39;;90,2;;0;;0,0;;
11.01.2019;21:00;12,175; ;2,386;;2,614;;76,930;;6,76;;1018,6;;302,3;;3,43;;91,0;;0;;0,0;;
11.01.2019;22:00;12,756; ;2,658;;2,833;;76,968;;6,80;;1018,8;;306,6;;3,40;;90,7;;0;;0,0;;
11.01.2019;23:00;13,249; ;3,737;;3,932;;75,821;;6,72;;1018,8;;307,7;;3,64;;91,9;;0;;0,0;;
12.01.2019;00:00;13,630; ;3,630;;3,834;;75,735;;6,77;;1018,7;;301,7;;3,88;;90,8;;0;;0,0;;
12.01.2019;01:00;13,892; ;4,130;;4,983;;73,426;;6,61;;1018,4;;290,6;;3,45;;93,2;;0;;0,0;;
12.01.2019;02:00;13,712; ;2,858;;3,078;;74,483;;6,46;;1018,1;;290,1;;3,75;;96,0;;0;;0,0;;
12.01.2019;03:00;13,471; ;3,754;;4,171;;73,946;;6,22;;1017,8;;279,7;;4,54;;97,2;;0;;0,0;;
12.01.2019;04:00;13,070; ;;*;;*;;*;6,24;;1017,3;;275,8;;4,64;;96,4;;2;;0,0;;
12.01.2019;05:00;12,722; ;2,792;;2,986;;72,561;;6,20;;1016,8;;273,7;;4,95;;97,9;;26;;0,1;;
12.01.2019;06:00;12,427; ;4,928;;5,571;;67,577;;5,99;;1016,1;;271,4;;5,23;;99,1;;14;;0,0;;
12.01.2019;07:00;12,151; ;4,266;;4,742;;68,905;;6,17;;1015,4;;262,0;;5,80;;91,5;;11;;0,0;;
12.01.2019;08:00;11,862; ;3,489;;4,187;;71,299;;5,71;;1014,7;;250,1;;5,84;;90,7;;2;;0,0;;
12.01.2019;09:00;11,633; ;3,380;;4,183;;68,331;;5,66;;1014,0;;241,3;;5,93;;92,5;;0;;0,5;;
12.01.2019;10:00;11,626; ;5,409;;6,570;;59,792;;5,62;;1013,1;;236,2;;5,91;;95,2;;0;;10,5;;
12.01.2019;11:00;11,815; ;6,881;;7,800;;51,090;;5,62;;1011,7;;229,3;;6,06;;99,8;;2;;15,4;;
12.01.2019;12:00;11,883; ;8,431;;9,741;;44,933;;6,22;;1010,4;;233,1;;6,63;;100,0;;24;;27,4;;
12.01.2019;13:00;11,723; ;8,265;;9,887;;44,639;;6,77;;1009,1;;248,2;;6,81;;100,0;;54;;35,1;;
12.01.2019;14:00;11,835; ;6,473;;7,931;;55,259;;7,51;;1008,2;;274,9;;6,85;;98,7;;30;;55,9;;
12.01.2019;15:00;12,118; ;5,399;;6,716;;61,418;;8,05;;1007,8;;284,2;;6,63;;94,2;;0;;181,4;;
12.01.2019;16:00;12,268; ;4,446;;5,857;;65,692;;7,80;;1007,7;;282,9;;6,05;;91,8;;0;;69,8;;
12.01.2019;17:00;12,277; ;4,143;;5,306;;66,106;;7,32;;1007,1;;274,2;;6,07;;92,3;;0;;4,5;;
12.01.2019;18:00;12,231; ;4,546;;6,029;;65,279;;6,90;;1006,8;;270,8;;6,45;;94,4;;4;;0,0;;
12.01.2019;19:00;11,994; ;4,118;;5,207;;67,108;;7,09;;1006,7;;271,5;;6,68;;91,1;;0;;0,0;;
12.01.2019;20:00;11,457; ;3,520;;5,076;;68,567;;7,13;;1006,4;;272,4;;6,89;;90,0;;19;;0,0;;
12.01.2019;21:00;10,663; ;3,277;;3,819;;71,749;;6,43;;1006,2;;280,4;;6,21;;93,8;;60;;0,0;;
12.01.2019;22:00;10,109; ;3,151;;3,884;;69,387;;6,81;;1006,0;;278,3;;6,55;;95,3;;46;;0,0;;
12.01.2019;23:00;9,634; ;3,060;;3,275;;69,501;;6,95;;1005,8;;276,8;;6,75;;94,3;;12;;0,9;;
13.01.2019;00:00;9,338; ;3,159;;3,459;;69,018;;7,09;;1005,7;;278,9;;6,48;;94,4;;0;;0,1;;
13.01.2019;01:00;9,338; ;2,847;;3,068;;68,499;;7,07;;1005,5;;279,9;;6,62;;95,6;;30;;0,0;;
13.01.2019;02:00;9,795; ;3,235;;3,449;;68,960;;6,97;;1005,5;;281,9;;5,30;;95,3;;29;;0,0;;
13.01.2019;03:00;10,135; ;2,951;;3,194;;68,773;;7,04;;1004,9;;275,5;;5,64;;94,4;;0;;0,0;;
13.01.2019;04:00;10,421; ;3,920;;4,305;;65,610;;6,96;;1004,7;;272,4;;5,27;;95,9;;0;;0,0;;
13.01.2019;05:00;10,757; ;;*;;*;;*;7,16;;1004,1;;263,5;;5,75;;96,3;;0;;0,0;;
13.01.2019;06:00;11,075; ;4,376;;4,587;;58,667;;7,24;;1002,9;;252,5;;5,86;;97,8;;20;;0,0;;
13.01.2019;07:00;11,007; ;4,283;;4,611;;57,981;;7,23;;1001,8;;245,2;;5,19;;100,0;;60;;0,3;;
13.01.2019;08:00;10,852; ;4,756;;5,023;;52,466;;7,23;;1000,5;;233,3;;5,70;;100,0;;52;;0,5;;
13.01.2019;09:00;10,693; ;5,778;;6,337;;52,879;;7,65;;999,5;;250,6;;6,02;;100,0;;51;;1,6;;
13.01.2019;10:00;10,523; ;4,409;;5,008;;64,339;;7,99;;998,8;;276,0;;6,07;;100,0;;28;;15,6;;
13.01.2019;11:00;10,423; ;3,792;;4,424;;67,512;;8,12;;998,2;;279,4;;6,48;;100,0;;55;;19,2;;
13.01.2019;12:00;11,047; ;3,483;;4,215;;68,900;;8,21;;997,4;;278,2;;6,76;;100,0;;0;;30,4;;
13.01.2019;13:00;11,680; ;3,713;;5,091;;68,771;;8,22;;996,5;;277,3;;6,73;;99,9;;0;;23,4;;
13.01.2019;14:00;12,012; ;3,107;;3,831;;67,895;;8,33;;995,2;;272,2;;7,52;;99,1;;1;;42,0;;
13.01.2019;15:00;12,012; ;3,344;;4,372;;68,665;;8,40;;993,8;;275,7;;8,03;;98,2;;22;;32,6;;
13.01.2019;16:00;11,858; ;4,095;;4,638;;71,198;;7,90;;993,2;;290,7;;8,27;;98,9;;36;;12,0;;
13.01.2019;17:00;11,761; ;2,428;;2,956;;78,759;;6,91;;993,2;;294,4;;5,81;;93,7;;39;;3,6;;
13.01.2019;18:00;11,837; ;3,193;;3,805;;76,055;;7,30;;993,0;;286,9;;6,83;;92,5;;54;;0,4;;
13.01.2019;19:00;11,933; ;2,822;;3,276;;77,592;;7,22;;993,1;;288,4;;7,20;;88,3;;4;;0,0;;
13.01.2019;20:00;12,158; ;2,466;;2,679;;79,912;;7,21;;993,5;;290,9;;7,26;;89,2;;24;;0,0;;
13.01.2019;21:00;12,587; ;2,503;;2,691;;80,853;;7,24;;994,0;;291,7;;6,73;;89,0;;0;;0,0;;
13.01.2019;22:00;12,705; ;3,135;;3,282;;80,239;;6,73;;994,7;;301,2;;6,21;;90,5;;24;;0,0;;
13.01.2019;23:00;12,840; ;2,912;;3,166;;74,046;;6,42;;995,6;;309,4;;6,54;;84,5;;0;;0,0;;
14.01.2019;00:00;13,013; ;2,574;;2,709;;74,601;;5,96;;997,1;;318,0;;7,07;;78,3;;0;;0,0;;
14.01.2019;01:00;13,067; ;2,446;;2,588;;75,212;;5,32;;998,5;;320,2;;7,00;;76,2;;0;;0,0;;
14.01.2019;02:00;12,910; ;2,753;;2,891;;76,510;;5,44;;999,8;;328,1;;6,33;;73,0;;0;;0,0;;
14.01.2019;03:00;12,753; ;1,835;E;1,992;E;78,105;;5,32;;1001,0;;328,7;;7,00;;67,3;;0;;0,0;;
